Member_number,Date,itemDescription,Cost,Date_Format
1399,10-Dec-14,canned vegetables,8,41983
3183,10-Dec-14,grapes,8,41983
1086,10-Dec-14,whipped/sour cream,8,41983
1741,10-Dec-14,packaged fruit/vegetables,6,41983
3707,10-Dec-14,herbs,8,41983
1092,10-Dec-14,newspapers,3,41983
3208,10-Dec-14,newspapers,3,41983
2591,10-Dec-14,root vegetables,8,41983
1053,10-Dec-14,whole milk,3,41983
1557,10-Dec-14,chocolate,6,41983
1378,10-Dec-14,UHT-milk,9,41983
3379,10-Dec-14,roll products ,9,41983
4673,10-Dec-14,bottled water,3,41983
1680,10-Dec-14,specialty bar,4,41983
3793,10-Dec-14,canned fruit,11,41983
4955,10-Dec-14,processed cheese,13,41983
4756,10-Dec-14,red/blush wine,11,41983
4741,10-Dec-14,chewing gum,3,41983
1378,10-Dec-14,soft cheese,9,41983
3379,10-Dec-14,butter milk,2.65,41983
4673,10-Dec-14,processed cheese,13,41983
1680,10-Dec-14,soda,7,41983
3793,10-Dec-14,brown bread,1.8,41983
4955,10-Dec-14,white bread,1.4,41983
3306,11-Dec-14,soda,7,41984
1322,11-Dec-14,citrus fruit,4,41984
3254,11-Dec-14,root vegetables,8,41984
3491,11-Dec-14,rolls/buns,2,41984
2009,11-Dec-14,rolls/buns,2,41984
1110,11-Dec-14,soda,7,41984
4448,11-Dec-14,UHT-milk,9,41984
1264,11-Dec-14,tropical fruit,5,41984
1094,11-Dec-14,hamburger meat,6,41984
4206,11-Dec-14,whole milk,3,41984
3023,11-Dec-14,beef,8,41984
4325,11-Dec-14,pip fruit,4,41984
4449,11-Dec-14,curd,4,41984
4259,11-Dec-14,yogurt,2.65,41984
3950,11-Dec-14,napkins,6,41984
3186,11-Dec-14,hard cheese,15,41984
3559,11-Dec-14,soda,7,41984
1315,11-Dec-14,tropical fruit,5,41984
3354,11-Dec-14,berries,7.5,41984
4467,11-Dec-14,meat,21,41984
4646,11-Dec-14,candy,11,41984
1377,11-Dec-14,yogurt,2.65,41984
1087,11-Dec-14,coffee,16,41984
3306,11-Dec-14,soda,7,41984
1322,11-Dec-14,waffles,7,41984
3254,11-Dec-14,rolls/buns,2,41984
3491,11-Dec-14,whole milk,3,41984
2009,11-Dec-14,prosecco,9,41984
1110,11-Dec-14,salty snack,6,41984
4448,11-Dec-14,whole milk,3,41984
1264,11-Dec-14,white bread,1.4,41984
1094,11-Dec-14,detergent,11,41984
4206,11-Dec-14,margarine,6,41984
3023,11-Dec-14,liquor,19,41984
4325,11-Dec-14,brown bread,1.8,41984
4449,11-Dec-14,salty snack,6,41984
4259,11-Dec-14,newspapers,3,41984
3950,11-Dec-14,whole milk,3,41984
3186,11-Dec-14,oil,6,41984
3559,11-Dec-14,chocolate,6,41984
1315,11-Dec-14,hygiene articles,5,41984
3354,11-Dec-14,beverages,36,41984
4467,11-Dec-14,soda,7,41984
4646,11-Dec-14,specialty fat,5,41984
1377,11-Dec-14,tea,7,41984
1087,11-Dec-14,berries,7.5,41984
2280,11-Dec-14,candles,7,41984
2927,11-Dec-14,jam,9,41984
2587,11-Dec-14,fruit/vegetable juice,11,41984
1322,11-Dec-14,female sanitary products,6,41984
3254,11-Dec-14,shopping bags,1.8,41984
3306,11-Dec-14,canned beer,4.5,41984
4325,11-Dec-14,oil,6,41984
2280,11-Dec-14,soda,7,41984
2927,11-Dec-14,house keeping products,11,41984
2587,11-Dec-14,ketchup,4,41984
4448,11-Dec-14,herbs,8,41984
1264,11-Dec-14,butter,2.5,41984
1094,11-Dec-14,flour,21,41984
1753,12-Dec-14,whole milk,3,41985
1921,12-Dec-14,salt,3,41985
3563,12-Dec-14,bottled beer,31,41985
2412,12-Dec-14,other vegetables,6,41985
4441,12-Dec-14,newspapers,3,41985
2857,12-Dec-14,pip fruit,4,41985
1151,12-Dec-14,curd,4,41985
2643,12-Dec-14,spread cheese,9,41985
2882,12-Dec-14,sliced cheese,5,41985
2138,12-Dec-14,chocolate,6,41985
1211,12-Dec-14,finished products,31,41985
2555,12-Dec-14,beef,8,41985
2131,12-Dec-14,sparkling wine,26,41985
2470,12-Dec-14,rolls/buns,2,41985
2886,12-Dec-14,tropical fruit,5,41985
2928,12-Dec-14,chocolate,6,41985
3107,12-Dec-14,citrus fruit,4,41985
2515,12-Dec-14,bottled water,3,41985
1001,12-Dec-14,whole milk,3,41985
1001,12-Dec-14,soda,7,41985
1753,12-Dec-14,rolls/buns,2,41985
1921,12-Dec-14,napkins,6,41985
3563,12-Dec-14,ice cream,16,41985
2412,12-Dec-14,soda,7,41985
4441,12-Dec-14,fruit/vegetable juice,11,41985
2857,12-Dec-14,newspapers,3,41985
1151,12-Dec-14,soft cheese,9,41985
2643,12-Dec-14,rolls/buns,2,41985
2882,12-Dec-14,other vegetables,6,41985
2138,12-Dec-14,rolls/buns,2,41985
1211,12-Dec-14,domestic eggs,5,41985
2555,12-Dec-14,mustard,9,41985
2131,12-Dec-14,bottled water,3,41985
2470,12-Dec-14,oil,6,41985
2886,12-Dec-14,butter,2.5,41985
2928,12-Dec-14,frozen fish,16,41985
3107,12-Dec-14,waffles,7,41985
2515,12-Dec-14,bottled beer,31,41985
2579,12-Dec-14,cream cheese ,19,41985
3002,12-Dec-14,hygiene articles,5,41985
4821,12-Dec-14,rolls/buns,2,41985
2470,12-Dec-14,beverages,36,41985
2412,12-Dec-14,soda,7,41985
2412,12-Dec-14,napkins,6,41985
4441,12-Dec-14,waffles,7,41985
2470,12-Dec-14,bottled water,3,41985
2579,12-Dec-14,yogurt,2.65,41985
3002,12-Dec-14,seasonal products,15,41985
4821,12-Dec-14,white bread,1.4,41985
2857,12-Dec-14,fruit/vegetable juice,11,41985
4645,13-Dec-14,other vegetables,6,41986
3220,13-Dec-14,soda,7,41986
3514,13-Dec-14,meat,21,41986
3667,13-Dec-14,sausage,2.49,41986
4972,13-Dec-14,tropical fruit,5,41986
1361,13-Dec-14,onions,4,41986
2961,13-Dec-14,spread cheese,9,41986
2973,13-Dec-14,whole milk,3,41986
1297,13-Dec-14,chicken,7,41986
2306,13-Dec-14,whole milk,3,41986
4988,13-Dec-14,misc. beverages,21,41986
3053,13-Dec-14,rolls/buns,2,41986
1349,13-Dec-14,curd,4,41986
4983,13-Dec-14,yogurt,2.65,41986
3962,13-Dec-14,white bread,1.4,41986
1211,13-Dec-14,specialty bar,4,41986
3019,13-Dec-14,dishes,7,41986
4156,13-Dec-14,packaged fruit/vegetables,6,41986
2470,13-Dec-14,pork,9,41986
2457,13-Dec-14,fruit/vegetable juice,11,41986
3059,13-Dec-14,spread cheese,9,41986
1831,13-Dec-14,other vegetables,6,41986
3063,13-Dec-14,canned beer,4.5,41986
3107,13-Dec-14,meat,21,41986
1312,13-Dec-14,hamburger meat,6,41986
4645,13-Dec-14,brown bread,1.8,41986
3220,13-Dec-14,other vegetables,6,41986
3514,13-Dec-14,butter,2.5,41986
3667,13-Dec-14,bottled water,3,41986
4972,13-Dec-14,candy,11,41986
1361,13-Dec-14,soda,7,41986
2961,13-Dec-14,coffee,16,41986
2973,13-Dec-14,white bread,1.4,41986
1297,13-Dec-14,cream cheese ,19,41986
2306,13-Dec-14,white bread,1.4,41986
4988,13-Dec-14,frozen vegetables,11,41986
3053,13-Dec-14,other vegetables,6,41986
1349,13-Dec-14,cat food,9,41986
4983,13-Dec-14,baking powder,4,41986
3962,13-Dec-14,rolls/buns,2,41986
1211,13-Dec-14,whole milk,3,41986
3019,13-Dec-14,brown bread,1.8,41986
4156,13-Dec-14,shopping bags,1.8,41986
2470,13-Dec-14,rolls/buns,2,41986
2457,13-Dec-14,brown bread,1.8,41986
3059,13-Dec-14,shopping bags,1.8,41986
1831,13-Dec-14,chocolate,6,41986
3063,13-Dec-14,flour,21,41986
3107,13-Dec-14,chocolate,6,41986
1312,13-Dec-14,butter,2.5,41986
4972,13-Dec-14,salt,3,41986
1361,13-Dec-14,rolls/buns,2,41986
2961,13-Dec-14,domestic eggs,5,41986
2973,13-Dec-14,frozen vegetables,11,41986
1297,13-Dec-14,napkins,6,41986
2306,13-Dec-14,newspapers,3,41986
4156,13-Dec-14,butter milk,2.65,41986
2625,14-Dec-14,pork,9,41987
2913,14-Dec-14,chicken,7,41987
2153,14-Dec-14,domestic eggs,5,41987
3030,14-Dec-14,curd,4,41987
4650,14-Dec-14,curd,4,41987
1902,14-Dec-14,shopping bags,1.8,41987
1327,14-Dec-14,grapes,8,41987
2661,14-Dec-14,whole milk,3,41987
3370,14-Dec-14,other vegetables,6,41987
3266,14-Dec-14,pork,9,41987
1913,14-Dec-14,rolls/buns,2,41987
4793,14-Dec-14,pork,9,41987
1413,14-Dec-14,sugar,16,41987
2870,14-Dec-14,tropical fruit,5,41987
1871,14-Dec-14,tropical fruit,5,41987
4598,14-Dec-14,beverages,36,41987
2055,14-Dec-14,sausage,2.49,41987
1114,14-Dec-14,root vegetables,8,41987
3918,14-Dec-14,butter,2.5,41987
1793,14-Dec-14,frozen vegetables,11,41987
4360,14-Dec-14,citrus fruit,4,41987
1296,14-Dec-14,rice,1.59,41987
3821,14-Dec-14,tropical fruit,5,41987
3034,14-Dec-14,beef,8,41987
4712,14-Dec-14,other vegetables,6,41987
2625,14-Dec-14,specialty chocolate,21,41987
2913,14-Dec-14,house keeping products,11,41987
2153,14-Dec-14,chewing gum,3,41987
3030,14-Dec-14,whole milk,3,41987
4650,14-Dec-14,soda,7,41987
1902,14-Dec-14,whipped/sour cream,8,41987
1327,14-Dec-14,rolls/buns,2,41987
2661,14-Dec-14,waffles,7,41987
3370,14-Dec-14,frozen vegetables,11,41987
3266,14-Dec-14,semi-finished bread,3,41987
1913,14-Dec-14,UHT-milk,9,41987
4793,14-Dec-14,pastry,6,41987
1413,14-Dec-14,soda,7,41987
2870,14-Dec-14,whole milk,3,41987
1871,14-Dec-14,cream cheese ,19,41987
4598,14-Dec-14,curd,4,41987
2055,14-Dec-14,soda,7,41987
1114,14-Dec-14,citrus fruit,4,41987
3918,14-Dec-14,specialty chocolate,21,41987
1793,14-Dec-14,frozen vegetables,11,41987
4360,14-Dec-14,domestic eggs,5,41987
1296,14-Dec-14,bottled beer,31,41987
3821,14-Dec-14,whipped/sour cream,8,41987
3034,14-Dec-14,soap,4,41987
4712,14-Dec-14,whipped/sour cream,8,41987
3030,14-Dec-14,red/blush wine,11,41987
4650,14-Dec-14,shopping bags,1.8,41987
2055,14-Dec-14,newspapers,3,41987
4137,15-Dec-14,salty snack,6,41988
4296,15-Dec-14,sausage,2.49,41988
1307,15-Dec-14,hamburger meat,6,41988
3342,15-Dec-14,pork,9,41988
3508,15-Dec-14,root vegetables,8,41988
1141,15-Dec-14,berries,7.5,41988
2173,15-Dec-14,other vegetables,6,41988
3299,15-Dec-14,tropical fruit,5,41988
3123,15-Dec-14,whole milk,3,41988
1808,15-Dec-14,sugar,16,41988
3140,15-Dec-14,chicken,7,41988
2802,15-Dec-14,whole milk,3,41988
2361,15-Dec-14,hard cheese,15,41988
2814,15-Dec-14,root vegetables,8,41988
4628,15-Dec-14,ham,11,41988
1711,15-Dec-14,yogurt,2.65,41988
3094,15-Dec-14,domestic eggs,5,41988
3849,15-Dec-14,root vegetables,8,41988
3425,15-Dec-14,tropical fruit,5,41988
4137,15-Dec-14,soda,7,41988
4296,15-Dec-14,chocolate,6,41988
1307,15-Dec-14,brown bread,1.8,41988
3342,15-Dec-14,bottled water,3,41988
3508,15-Dec-14,frozen fruits,14,41988
1141,15-Dec-14,white bread,1.4,41988
2173,15-Dec-14,pastry,6,41988
3299,15-Dec-14,sparkling wine,26,41988
3123,15-Dec-14,sliced cheese,5,41988
1808,15-Dec-14,citrus fruit,4,41988
3140,15-Dec-14,shopping bags,1.8,41988
2802,15-Dec-14,frozen vegetables,11,41988
2361,15-Dec-14,specialty bar,4,41988
2814,15-Dec-14,rolls/buns,2,41988
4628,15-Dec-14,UHT-milk,9,41988
1711,15-Dec-14,yogurt,2.65,41988
3094,15-Dec-14,waffles,7,41988
3849,15-Dec-14,beverages,36,41988
3425,15-Dec-14,rolls/buns,2,41988
3508,15-Dec-14,waffles,7,41988
1358,15-Dec-14,whipped/sour cream,8,41988
1798,15-Dec-14,pastry,6,41988
1169,15-Dec-14,cake bar,11,41988
3299,15-Dec-14,cat food,9,41988
4137,15-Dec-14,oil,6,41988
1358,15-Dec-14,newspapers,3,41988
1798,15-Dec-14,frozen fish,16,41988
1169,15-Dec-14,bottled beer,31,41988
1808,15-Dec-14,napkins,6,41988
3942,16-Dec-14,hamburger meat,6,41989
2540,16-Dec-14,whole milk,3,41989
3619,16-Dec-14,sugar,16,41989
3596,16-Dec-14,nuts/prunes,21,41989
4244,16-Dec-14,frozen fruits,14,41989
4488,16-Dec-14,other vegetables,6,41989
3211,16-Dec-14,tropical fruit,5,41989
3881,16-Dec-14,frozen vegetables,11,41989
1799,16-Dec-14,tropical fruit,5,41989
1087,16-Dec-14,soda,7,41989
2687,16-Dec-14,curd,4,41989
2253,16-Dec-14,root vegetables,8,41989
4071,16-Dec-14,beverages,36,41989
2673,16-Dec-14,yogurt,2.65,41989
3734,16-Dec-14,salty snack,6,41989
2504,16-Dec-14,curd,4,41989
1896,16-Dec-14,butter,2.5,41989
3204,16-Dec-14,cream cheese ,19,41989
3462,16-Dec-14,berries,7.5,41989
4259,16-Dec-14,pastry,6,41989
3099,16-Dec-14,citrus fruit,4,41989
4154,16-Dec-14,beef,8,41989
2209,16-Dec-14,root vegetables,8,41989
4760,16-Dec-14,other vegetables,6,41989
3407,16-Dec-14,coffee,16,41989
4773,16-Dec-14,curd,4,41989
3942,16-Dec-14,flour,21,41989
2540,16-Dec-14,canned beer,4.5,41989
3619,16-Dec-14,napkins,6,41989
3596,16-Dec-14,whole milk,3,41989
4244,16-Dec-14,pot plants,3,41989
4488,16-Dec-14,specialty fat,5,41989
3211,16-Dec-14,rolls/buns,2,41989
3881,16-Dec-14,frozen vegetables,11,41989
1799,16-Dec-14,condensed milk,2.5,41989
1087,16-Dec-14,flower (seeds),18,41989
2687,16-Dec-14,spices,8,41989
2253,16-Dec-14,butter milk,2.65,41989
4071,16-Dec-14,other vegetables,6,41989
2673,16-Dec-14,yogurt,2.65,41989
3734,16-Dec-14,rolls/buns,2,41989
2504,16-Dec-14,waffles,7,41989
1896,16-Dec-14,dish cleaner,9,41989
3204,16-Dec-14,popcorn,6,41989
3462,16-Dec-14,specialty cheese,6,41989
4259,16-Dec-14,ice cream,16,41989
3099,16-Dec-14,butter milk,2.65,41989
4154,16-Dec-14,pasta,11,41989
2209,16-Dec-14,whole milk,3,41989
4760,16-Dec-14,dishes,7,41989
3407,16-Dec-14,cling film/bags,2,41989
4773,16-Dec-14,bottled beer,31,41989
1896,16-Dec-14,light bulbs,7,41989
3204,16-Dec-14,frozen fish,16,41989
1242,16-Dec-14,butter,2.5,41989
1979,16-Dec-14,salty snack,6,41989
1841,16-Dec-14,soft cheese,9,41989
2679,16-Dec-14,curd cheese,8,41989
1799,16-Dec-14,pastry,6,41989
3942,16-Dec-14,cling film/bags,2,41989
3099,16-Dec-14,cream cheese ,19,41989
1242,16-Dec-14,chocolate,6,41989
1979,16-Dec-14,butter milk,2.65,41989
1841,16-Dec-14,sugar,16,41989
2679,16-Dec-14,chocolate marshmallow,22,41989
1087,16-Dec-14,jam,9,41989
2687,16-Dec-14,frozen fish,16,41989
4642,17-Dec-14,newspapers,3,41990
3713,17-Dec-14,citrus fruit,4,41990
1747,17-Dec-14,canned beer,4.5,41990
4837,17-Dec-14,whole milk,3,41990
3556,17-Dec-14,butter milk,2.65,41990
2048,17-Dec-14,rolls/buns,2,41990
3562,17-Dec-14,butter,2.5,41990
4690,17-Dec-14,rolls/buns,2,41990
2092,17-Dec-14,salty snack,6,41990
3256,17-Dec-14,cream cheese ,19,41990
3078,17-Dec-14,yogurt,2.65,41990
3670,17-Dec-14,rolls/buns,2,41990
2252,17-Dec-14,soda,7,41990
2143,17-Dec-14,yogurt,2.65,41990
2298,17-Dec-14,citrus fruit,4,41990
4531,17-Dec-14,chocolate marshmallow,22,41990
1230,17-Dec-14,soda,7,41990
4526,17-Dec-14,soda,7,41990
1602,17-Dec-14,other vegetables,6,41990
1047,17-Dec-14,pip fruit,4,41990
4642,17-Dec-14,domestic eggs,5,41990
3713,17-Dec-14,whole milk,3,41990
1747,17-Dec-14,red/blush wine,11,41990
4837,17-Dec-14,cat food,9,41990
3556,17-Dec-14,whipped/sour cream,8,41990
2048,17-Dec-14,other vegetables,6,41990
3562,17-Dec-14,male cosmetics,21,41990
4690,17-Dec-14,rolls/buns,2,41990
2092,17-Dec-14,bottled water,3,41990
3256,17-Dec-14,toilet cleaner,6,41990
3078,17-Dec-14,detergent,11,41990
3670,17-Dec-14,detergent,11,41990
2252,17-Dec-14,spices,8,41990
2143,17-Dec-14,frozen vegetables,11,41990
2298,17-Dec-14,napkins,6,41990
4531,17-Dec-14,flour,21,41990
1230,17-Dec-14,canned beer,4.5,41990
4526,17-Dec-14,soda,7,41990
1602,17-Dec-14,whipped/sour cream,8,41990
1047,17-Dec-14,soda,7,41990
2252,17-Dec-14,shopping bags,1.8,41990
2958,17-Dec-14,bottled water,3,41990
4294,17-Dec-14,butter milk,2.65,41990
4837,17-Dec-14,long life bakery product,7,41990
2958,17-Dec-14,chocolate,6,41990
4294,17-Dec-14,flour,21,41990
3562,17-Dec-14,newspapers,3,41990
3550,18-Dec-14,ice cream,16,41991
3757,18-Dec-14,tropical fruit,5,41991
4623,18-Dec-14,brandy,31,41991
4058,18-Dec-14,specialty cheese,6,41991
2270,18-Dec-14,tropical fruit,5,41991
4051,18-Dec-14,bottled water,3,41991
4015,18-Dec-14,hamburger meat,6,41991
3961,18-Dec-14,tropical fruit,5,41991
1100,18-Dec-14,whole milk,3,41991
4925,18-Dec-14,pip fruit,4,41991
2184,18-Dec-14,onions,4,41991
2520,18-Dec-14,dessert,11,41991
2180,18-Dec-14,other vegetables,6,41991
1767,18-Dec-14,bottled water,3,41991
4008,18-Dec-14,tropical fruit,5,41991
3559,18-Dec-14,spread cheese,9,41991
4482,18-Dec-14,jam,9,41991
4305,18-Dec-14,newspapers,3,41991
4787,18-Dec-14,rolls/buns,2,41991
2719,18-Dec-14,grapes,8,41991
3550,18-Dec-14,waffles,7,41991
3757,18-Dec-14,sugar,16,41991
4623,18-Dec-14,whole milk,3,41991
4058,18-Dec-14,butter milk,2.65,41991
2270,18-Dec-14,domestic eggs,5,41991
4051,18-Dec-14,waffles,7,41991
4015,18-Dec-14,yogurt,2.65,41991
3961,18-Dec-14,soda,7,41991
1100,18-Dec-14,yogurt,2.65,41991
4925,18-Dec-14,rolls/buns,2,41991
2184,18-Dec-14,soda,7,41991
2520,18-Dec-14,other vegetables,6,41991
2180,18-Dec-14,butter,2.5,41991
1767,18-Dec-14,shopping bags,1.8,41991
4008,18-Dec-14,canned fish,7,41991
3559,18-Dec-14,cooking chocolate,8,41991
4482,18-Dec-14,cream cheese ,19,41991
4305,18-Dec-14,soda,7,41991
4787,18-Dec-14,cling film/bags,2,41991
2719,18-Dec-14,root vegetables,8,41991
4178,18-Dec-14,bottled beer,31,41991
1773,18-Dec-14,bottled water,3,41991
4832,18-Dec-14,specialty bar,4,41991
2710,18-Dec-14,soda,7,41991
1069,18-Dec-14,salt,3,41991
4178,18-Dec-14,white bread,1.4,41991
1773,18-Dec-14,canned vegetables,8,41991
4832,18-Dec-14,soda,7,41991
2710,18-Dec-14,waffles,7,41991
1069,18-Dec-14,domestic eggs,5,41991
4051,18-Dec-14,white bread,1.4,41991
3213,19-Dec-14,photo/film,31,41992
1826,19-Dec-14,sausage,2.49,41992
3100,19-Dec-14,canned beer,4.5,41992
2342,19-Dec-14,root vegetables,8,41992
2056,19-Dec-14,hard cheese,15,41992
4271,19-Dec-14,whipped/sour cream,8,41992
2907,19-Dec-14,ham,11,41992
4725,19-Dec-14,brown bread,1.8,41992
3366,19-Dec-14,white wine,36,41992
2014,19-Dec-14,pip fruit,4,41992
4772,19-Dec-14,tropical fruit,5,41992
3956,19-Dec-14,butter milk,2.65,41992
1591,19-Dec-14,root vegetables,8,41992
1356,19-Dec-14,onions,4,41992
4526,19-Dec-14,UHT-milk,9,41992
3663,19-Dec-14,chewing gum,3,41992
1908,19-Dec-14,frozen vegetables,11,41992
1286,19-Dec-14,root vegetables,8,41992
3258,19-Dec-14,curd,4,41992
4555,19-Dec-14,chocolate,6,41992
1391,19-Dec-14,white wine,36,41992
4604,19-Dec-14,specialty chocolate,21,41992
2944,19-Dec-14,frozen vegetables,11,41992
3923,19-Dec-14,root vegetables,8,41992
2512,19-Dec-14,other vegetables,6,41992
2042,19-Dec-14,curd,4,41992
3213,19-Dec-14,rolls/buns,2,41992
1826,19-Dec-14,soda,7,41992
3100,19-Dec-14,root vegetables,8,41992
2342,19-Dec-14,bottled water,3,41992
2056,19-Dec-14,flower soil/fertilizer,9,41992
4271,19-Dec-14,shopping bags,1.8,41992
2907,19-Dec-14,pastry,6,41992
4725,19-Dec-14,shopping bags,1.8,41992
3366,19-Dec-14,white bread,1.4,41992
2014,19-Dec-14,yogurt,2.65,41992
4772,19-Dec-14,soda,7,41992
3956,19-Dec-14,root vegetables,8,41992
1591,19-Dec-14,white bread,1.4,41992
1356,19-Dec-14,berries,7.5,41992
4526,19-Dec-14,other vegetables,6,41992
3663,19-Dec-14,cream cheese ,19,41992
1908,19-Dec-14,soft cheese,9,41992
1286,19-Dec-14,chewing gum,3,41992
3258,19-Dec-14,yogurt,2.65,41992
4555,19-Dec-14,brown bread,1.8,41992
1391,19-Dec-14,processed cheese,13,41992
4604,19-Dec-14,soda,7,41992
2944,19-Dec-14,newspapers,3,41992
3923,19-Dec-14,bottled water,3,41992
2512,19-Dec-14,shopping bags,1.8,41992
2042,19-Dec-14,newspapers,3,41992
3361,19-Dec-14,butter milk,2.65,41992
2132,19-Dec-14,whipped/sour cream,8,41992
2907,19-Dec-14,sugar,16,41992
2056,19-Dec-14,condensed milk,2.5,41992
2056,19-Dec-14,curd,4,41992
4271,19-Dec-14,pasta,11,41992
3361,19-Dec-14,hygiene articles,5,41992
2132,19-Dec-14,newspapers,3,41992
4526,19-Dec-14,cake bar,11,41992
2014,19-Dec-14,syrup,6,41992
1492,20-Dec-14,frankfurter,3,41993
2564,20-Dec-14,curd,4,41993
4690,20-Dec-14,salty snack,6,41993
4499,20-Dec-14,fruit/vegetable juice,11,41993
1653,20-Dec-14,citrus fruit,4,41993
1635,20-Dec-14,whole milk,3,41993
3592,20-Dec-14,canned beer,4.5,41993
1869,20-Dec-14,oil,6,41993
2705,20-Dec-14,root vegetables,8,41993
2813,20-Dec-14,other vegetables,6,41993
2070,20-Dec-14,pot plants,3,41993
4259,20-Dec-14,domestic eggs,5,41993
3014,20-Dec-14,tropical fruit,5,41993
1492,20-Dec-14,yogurt,2.65,41993
2564,20-Dec-14,butter,2.5,41993
4690,20-Dec-14,condensed milk,2.5,41993
4499,20-Dec-14,canned vegetables,8,41993
1653,20-Dec-14,rolls/buns,2,41993
1635,20-Dec-14,shopping bags,1.8,41993
3592,20-Dec-14,cream cheese ,19,41993
1869,20-Dec-14,misc. beverages,21,41993
2705,20-Dec-14,sweet spreads,15,41993
2813,20-Dec-14,yogurt,2.65,41993
2070,20-Dec-14,frozen dessert,8,41993
4259,20-Dec-14,domestic eggs,5,41993
3014,20-Dec-14,root vegetables,8,41993
2686,20-Dec-14,ready soups,8,41993
3496,20-Dec-14,margarine,6,41993
2876,20-Dec-14,whole milk,3,41993
2686,20-Dec-14,pastry,6,41993
3496,20-Dec-14,long life bakery product,7,41993
2876,20-Dec-14,shopping bags,1.8,41993
1653,20-Dec-14,canned fish,7,41993
4152,21-Dec-14,hamburger meat,6,41994
3771,21-Dec-14,bottled water,3,41994
1834,21-Dec-14,berries,7.5,41994
1386,21-Dec-14,pork,9,41994
2688,21-Dec-14,whole milk,3,41994
4972,21-Dec-14,citrus fruit,4,41994
3303,21-Dec-14,root vegetables,8,41994
3210,21-Dec-14,citrus fruit,4,41994
1609,21-Dec-14,other vegetables,6,41994
2957,21-Dec-14,bottled water,3,41994
4473,21-Dec-14,specialty bar,4,41994
4009,21-Dec-14,butter,2.5,41994
4152,21-Dec-14,condensed milk,2.5,41994
3771,21-Dec-14,dishes,7,41994
1834,21-Dec-14,baking powder,4,41994
1386,21-Dec-14,sugar,16,41994
2688,21-Dec-14,whole milk,3,41994
4972,21-Dec-14,frozen vegetables,11,41994
3303,21-Dec-14,margarine,6,41994
3210,21-Dec-14,cling film/bags,2,41994
1609,21-Dec-14,sugar,16,41994
2957,21-Dec-14,bottled beer,31,41994
4473,21-Dec-14,canned beer,4.5,41994
4009,21-Dec-14,soda,7,41994
1129,21-Dec-14,cream cheese ,19,41994
3890,21-Dec-14,soda,7,41994
4137,21-Dec-14,fruit/vegetable juice,11,41994
3619,21-Dec-14,cat food,9,41994
4003,21-Dec-14,shopping bags,1.8,41994
3838,21-Dec-14,light bulbs,7,41994
3210,21-Dec-14,hard cheese,15,41994
1129,21-Dec-14,specialty chocolate,21,41994
3890,21-Dec-14,frozen potato products,3,41994
4137,21-Dec-14,fruit/vegetable juice,11,41994
3619,21-Dec-14,newspapers,3,41994
4003,21-Dec-14,detergent,11,41994
3838,21-Dec-14,cooking chocolate,8,41994
2688,21-Dec-14,pastry,6,41994
2427,22-Dec-14,pip fruit,4,41995
1778,22-Dec-14,beef,8,41995
4695,22-Dec-14,beef,8,41995
3249,22-Dec-14,ham,11,41995
3745,22-Dec-14,specialty bar,4,41995
4991,22-Dec-14,other vegetables,6,41995
2568,22-Dec-14,canned beer,4.5,41995
1707,22-Dec-14,bottled beer,31,41995
4103,22-Dec-14,yogurt,2.65,41995
3737,22-Dec-14,whipped/sour cream,8,41995
1480,22-Dec-14,pip fruit,4,41995
3024,22-Dec-14,UHT-milk,9,41995
2034,22-Dec-14,meat,21,41995
1294,22-Dec-14,whipped/sour cream,8,41995
2427,22-Dec-14,other vegetables,6,41995
1778,22-Dec-14,whole milk,3,41995
4695,22-Dec-14,butter,2.5,41995
3249,22-Dec-14,beverages,36,41995
3745,22-Dec-14,soda,7,41995
4991,22-Dec-14,root vegetables,8,41995
2568,22-Dec-14,candy,11,41995
1707,22-Dec-14,brown bread,1.8,41995
4103,22-Dec-14,curd,4,41995
3737,22-Dec-14,other vegetables,6,41995
